,acc,loss,val_acc,val_loss
0,0.5819041310900902,0.7216138582550292,0.6540016650529803,0.6456029115583429
1,0.6760785911766805,0.6149043636807352,0.6873885117624501,0.609812394867245
2,0.6928977343771868,0.5961624830630858,0.7046616727339837,0.5830542757276095
3,0.7091817231293237,0.5808646088513373,0.7145023189510767,0.5732603031937695
4,0.7181901583500598,0.570223060070364,0.7098941605076068,0.5846010224546146
5,0.7173874263372635,0.5697585537341212,0.6981210608178419,0.5837879536877434
6,0.725210876356513,0.5618750082784549,0.7213699606429214,0.5593512633394324
7,0.7311485438034447,0.5540782450560306,0.7280889520790875,0.5533368240810204
8,0.7375449149671375,0.545686856372067,0.7355809248447815,0.5466089683021911
9,0.7397364999783099,0.5430040790996968,0.7380485193654833,0.5435014085064236
10,0.7409979355985037,0.5387568059753428,0.7406647641418634,0.5466029291303791
11,0.7441451540689811,0.5356044679335603,0.7439053388863345,0.539015523494814
12,0.747598175221343,0.5322599697938124,0.7436080393602369,0.5381082506182078
13,0.7444254731792324,0.5364259672892184,0.7362052565494804,0.5507577006436086
14,0.7455849749670551,0.534882110313691,0.7368295880982391,0.5553156477345456
15,0.7525674675674523,0.5245843645656957,0.7471756451421097,0.5314085766086539
16,0.7555872684516527,0.5204445498014747,0.7511000118920205,0.5278663820114072
17,0.7584541677344128,0.5171408296825294,0.738643120785136,0.5384605196755938
18,0.7608751050862287,0.5138406536833159,0.7558568195988213,0.5228841367013418
19,0.7615249358211185,0.5125174120868651,0.7574622423601485,0.5223782037438301
20,0.7612828417827568,0.5129079181310863,0.7480675464777108,0.5292049620789174
21,0.7655385949160175,0.5070121829269317,0.7600190278210471,0.5168913357364733
22,0.7665069698968437,0.5059428811210007,0.7579081930066844,0.5178613371394848
23,0.7671568004206012,0.5067071743837899,0.7590379355806901,0.5162843334177244
24,0.7685711374660384,0.5036792278886738,0.7586217145103806,0.5217323302301191
25,0.770036441710943,0.5025053863672302,0.7571352122300359,0.5159008475174475
26,0.7715272293193866,0.5003472671191088,0.7621893209231029,0.5148577224961614
27,0.7757702401883649,0.49466658257517027,0.7564811511050508,0.5173877062915494
28,0.7771463521193821,0.49084838781209533,0.7605541679121706,0.5132698286712375
29,0.7767513570886745,0.4932417211936083,0.7651325953121573,0.512056213278509
30,0.7802043778962375,0.48827747795299353,0.7611190390822181,0.5167951539525635
31,0.778012792765069,0.4905652834906077,0.7677785710469623,0.5098642015913634
32,0.7824469305185097,0.4848937342656667,0.7627541914977419,0.5162796346097033
33,0.7817843584200679,0.48688806344881896,0.7553216788343193,0.5191662491310619
34,0.7830075688271106,0.4828426195076216,0.7689380418575253,0.5095816973039945
35,0.7848551258414787,0.48133411133165693,0.7627541925609714,0.5124382554690894
36,0.7845493233783211,0.4796988979619546,0.7626947321468194,0.5149682626661584
37,0.7881042786896257,0.47761517053641894,0.7630217626313418,0.5143711660595566
38,0.7884355649887119,0.4759368263254326,0.7580568442476222,0.5168506803680138
39,0.7875054151223057,0.47701348290342926,0.766173148129695,0.5096404819330317
40,0.7894166815016923,0.4736590984946638,0.7497918896774912,0.5291750478728913
41,0.7915572999194536,0.47086867755856376,0.7627541919726512,0.5119259403667434
42,0.7907800515344914,0.4704994431940266,0.7551135692631593,0.5220969612475935
43,0.7910603702893112,0.47258125568763165,0.7733678205825015,0.513959125306323
44,0.7940292039846767,0.46765487419729895,0.7662623384390422,0.5124156778264746
45,0.7958385363706849,0.46700480016196333,0.7699785945545636,0.5119474837883203
46,0.7947809690972363,0.4652677663448119,0.7652217866492932,0.5190587453140999
47,0.7981320559038263,0.46393552753424133,0.7721786186150442,0.5144409303404882
48,0.7965775590989662,0.46466056435562836,0.760256867556754,0.5408264407576838
49,0.7997502613309442,0.4602274570846402,0.7675109999558917,0.5184352309954182
50,0.7980938304339747,0.46147134969736386,0.7610298494391612,0.5231778416045002
51,0.8016105603954241,0.45795092122221404,0.7675110007426815,0.5159697094496939
52,0.8008715375471467,0.4561064209391171,0.7697110242928119,0.5193446271413004
53,0.8027955454450169,0.4553166721442895,0.7656677367075089,0.5283032208840591
54,0.802489742939329,0.457819956424407,0.7708704951813451,0.5199900081635712
55,0.8056879282568802,0.451580508420544,0.7692353431982013,0.5225298052197589
56,0.8052292247694788,0.45056730396554806,0.7673920802616991,0.5253444051314426
57,0.8082235416947166,0.44833430315050726,0.7645082656984764,0.5329641293282883
58,0.8053439007248707,0.4511317287601799,0.7697407533941293,0.5224629629769724
59,0.8077648377987209,0.44909775385157064,0.7642704248144817,0.5222198388525189
60,0.8105298028481104,0.4455380197267449,0.7652515163460191,0.5207224617369862
61,0.8099564231759574,0.44477651342424923,0.7653109762498209,0.5255558962543536
62,0.8108865728312313,0.4441430419588523,0.7701272450866817,0.5250897295361028
63,0.8107336712297911,0.4433948814744374,0.7516054230732078,0.5447697113343943
64,0.8108483471608801,0.44279630018654914,0.7646271859030191,0.5276180766208346
65,0.8165821463491649,0.4374591568919461,0.7637055540413731,0.5431141163934523
66,0.8144924950640378,0.439434986070635,0.7647461060295917,0.5300623486712283
67,0.815957799220844,0.43742261949456407,0.7631406823184462,0.5419588570703096
68,0.8177034221993034,0.43511100710524364,0.7644190753465998,0.5369833659680594
69,0.8190795340528547,0.43066531329681007,0.7650731357627653,0.5388550495708694
70,0.8182003514876847,0.43149674617944334,0.7652217869257328,0.5505143300980021
71,0.8213348283698072,0.4298432391332543,0.761564989253845,0.5404634330612624
72,0.8237557655347937,0.4260612353357845,0.7650136763693135,0.5452542785111669
73,0.8213220867738578,0.4270741117776453,0.7630514919311286,0.547982662069144
74,0.82273642359753,0.4261434956496864,0.7595730768555423,0.5452973244554266
75,0.8242526949993718,0.4251537741602161,0.7621595910279075,0.5453969057384009
76,0.8245584975263248,0.42450799856971266,0.7627244621554259,0.5578058987965778
77,0.8215386969975559,0.4285438988429078,0.7585325243144444,0.548992060551052
78,0.8264697636596435,0.42078327829449375,0.7583541449149195,0.5518041386347999
79,0.830751000399473,0.4147569604056809,0.7583541451133889,0.5735673155338334
80,0.8277311996808369,0.4171002700919937,0.7592163161639439,0.5593543755113618
81,0.8311459953739799,0.41434730557074395,0.7597514564535368,0.5570612068280608
82,0.8317958257428058,0.41158947079514807,0.7631704126460216,0.5671458368438052
83,0.8343186973173596,0.4081935771556778,0.7596919968616156,0.5642432432627477
84,0.8335414489749278,0.41078197784900894,0.7588298254566508,0.5698278049379853
85,0.8374531738789863,0.404596230058306,0.7609109287597093,0.5762401058240344
86,0.8343441810226596,0.4074878986435124,0.758532524080534,0.5697920957945916
87,0.8378226854155265,0.4056394309741891,0.7612379590882914,0.5786562627767294
88,0.8393644402796381,0.4018562116261053,0.761208230022415,0.5727175343885818
89,0.8408934535022321,0.4005991157848431,0.7574622433454078,0.5775254147488548
90,0.8418618283812896,0.39664222650509606,0.7513675825861521,0.5939759723722531
91,0.8414286078488328,0.3980959350340185,0.7532108459904753,0.5883970117722075
92,0.8448561451166602,0.39249035201364696,0.7537162557540233,0.5996075076004429
93,0.8419510208531465,0.3955408357128796,0.7577000830031445,0.5803688245999684
94,0.8462322570932455,0.388914280516338,0.7500000006662905,0.5922382381444653
95,0.8460029053723289,0.39229949732818464,0.7470567248950377,0.6190923515604032
96,0.8427919780046659,0.39508636161103616,0.7531513847470043,0.5979294972338083
97,0.851023164516906,0.3823857164934917,0.7504756810520815,0.6045735275891408
98,0.8519533141615473,0.3819701654519884,0.7497918903083407,0.6185927901685926
99,0.8533421674697869,0.3793394334559405,0.7542811272784807,0.621765358905359
100,0.8497362450683783,0.3825028945133745,0.7493756693160014,0.6195399497448157
101,0.853240233610075,0.3780610940573713,0.7544892383877794,0.6169447871504308
102,0.8557885884707019,0.3740218482382427,0.742745867047983,0.6358193641809579
103,0.8579929157431186,0.37221546867219973,0.7461945527812532,0.6265300543501907
104,0.8605540123789297,0.3690079243044427,0.7513081215340625,0.6260723760698196
105,0.8584388776178623,0.3710236639845387,0.7378404097943233,0.6465675865856756
106,0.8596620879155417,0.3693180993388836,0.7427755976094688,0.6395731060041913
107,0.8588211310875561,0.3689883663513309,0.750862171596346,0.6380149569136022
108,0.8629367241165949,0.3623235903230149,0.7407836843038771,0.6485969220816501
109,0.8648989579278465,0.35938250295357804,0.7481567367870582,0.6444643741697941
110,0.8608598150714469,0.3685540671253304,0.7472053745198667,0.6430755646819378
111,0.8678677911447465,0.35542136287960185,0.7499405397772293,0.6600565551393083
112,0.864516704672323,0.3607042427760606,0.7446188608224107,0.6663121540391328
113,0.8708621083585826,0.35094840223826096,0.7468486144591178,0.6692765418762173
114,0.8689126169103442,0.3530971155678265,0.7417945051352013,0.6560582532683087
115,0.8687469737448522,0.3545155145518596,0.7439053394746548,0.67534291131812
116,0.8721999946860818,0.3479676943022962,0.7458675234804597,0.6828862261879897
117,0.8717158073733844,0.34883945492112833,0.7339755022393947,0.6830772825364253
118,0.8767360669295937,0.3396345799924255,0.7432512791010185,0.69353681015251
119,0.8779465354946191,0.33710582478811174,0.7357890348837625,0.6933318152979419
120,0.8786345912315275,0.3379339937282348,0.7398025926163994,0.6999895784528548
121,0.8792589382611175,0.3341488350624308,0.7349565944797517,0.7050225715501681
122,0.8809663360795887,0.33168685447337026,0.738672851027653,0.6997193538245243
123,0.8783033051010435,0.3385895993847727,0.7391188011638389,0.7108661621855079
124,0.883973395212908,0.3280449589068717,0.7446783207262125,0.7274136756628642
125,0.8833872735301355,0.32729466200051077,0.7414080158526357,0.7252121188224092
126,0.8832725976096791,0.32838414933383714,0.7407836837509977,0.7254579425042387
127,0.8815906833066406,0.32906129774048815,0.7405161138436559,0.7185087402023703
128,0.8871970641552552,0.3209174056655998,0.7279403025322287,0.7513521470245559
129,0.8867893274723975,0.32115326524054233,0.7373349985706068,0.7458668427867687
130,0.8900639637721818,0.3161061387953872,0.744470210524203,0.7421057949254425
131,0.8877959277787761,0.3208390976252509,0.7294862645179058,0.7599878220003019
132,0.889019138330118,0.3185130093074963,0.7350457836833405,0.7537632489944415
133,0.892179098442113,0.31437153653894245,0.7291592348627024,0.7704158893790025
134,0.8938482710686984,0.3083545322962418,0.7348376740767395,0.7765892254482596
135,0.8941031064949149,0.3076695743163595,0.7352241650179431,0.773765742991424
136,0.8987665963353363,0.30076858920547467,0.7283862532567349,0.7782290624599704
137,0.8995438444985335,0.29856858677247505,0.732548459508442,0.7939182916497317
138,0.8970082312368939,0.30526497365198585,0.7319835883383944,0.7813963247743312
139,0.8986901454837317,0.30102893354325194,0.7343619927836593,0.7967462459788877
140,0.9019775235480676,0.2933109451338517,0.7381079800560749,0.8075463095109944
141,0.9036339541777039,0.290789583488444,0.7277916521135217,0.8176904605733241
142,0.901671720788717,0.29633002135477243,0.7370079677316745,0.8165168637242126
143,0.9031115416062875,0.29155983028327775,0.7311214168554595,0.8109849454999636
144,0.90801712478484,0.2837770782345215,0.7346890241754709,0.8407010649838053
145,0.9050228076834054,0.2882891036789369,0.7323106200066457,0.8371160309639935
146,0.9060166662601681,0.28611028516594234,0.7318646693175805,0.842371850890401
147,0.9114319208683502,0.27864264594630933,0.7263051484935079,0.8605832450028931
148,0.9059402158308283,0.2858476538923774,0.7316862880255071,0.8584973450959658
149,0.9114064373848152,0.27737826777341146,0.7321917000785426,0.8567555927467596
150,0.9119415916190144,0.2760702371323881,0.7289213943756467,0.8522293567515706
151,0.9104762877963746,0.27879124663084587,0.7288619339544065,0.9032141752412591
152,0.9129481918266621,0.27384124952613487,0.7272565110371391,0.9004250012080328
153,0.9116867561502676,0.27676573660024273,0.7299619457684569,0.9011275908342793
154,0.9161208937700418,0.26755797886929866,0.7198239987281262,0.9033032997579662
155,0.9151397774575613,0.26868043144143977,0.7259781189588038,0.899345290201543
156,0.9167707243818977,0.2644573608733977,0.7298430247771243,0.9312069628550275
157,0.921765500454572,0.25731907766141954,0.725086217382204,0.9398377244843075
158,0.9205040647219769,0.25944189000760365,0.7241051254608158,0.9409581167418064
159,0.920516806518426,0.2586027724972978,0.7236889054537358,0.9375045344894487
160,0.922160495207314,0.2558857735107532,0.7261564986347684,0.9406543782199942
161,0.9234601564416584,0.25349499034254575,0.7274051618456968,0.9497033278586847
162,0.9223133965763567,0.25787273469568744,0.7139969074438324,1.0012647116179982
163,0.9216125991629951,0.2557810491075732,0.7188131767130732,1.0052948376273043
164,0.9273718816236827,0.24693128919933177,0.7281781419914959,0.9900659494273004
165,0.9274355904221374,0.2455123216213763,0.7230051132923557,1.0059665143596161
166,0.9284804161315342,0.24507954464690626,0.7253537871336055,1.0140224995603457
167,0.9273718816905159,0.24517368654471308,0.7207456300368928,1.0120867127285713
168,0.9282638057210066,0.24293302405998765,0.7195266977843894,1.0307923439127722
169,0.928888152715661,0.24375527241231165,0.7213996914383177,1.0224284327459727
170,0.9302515225828959,0.2383902173741191,0.7238970152233654,1.0359892633783787
171,0.925537065986537,0.2485879489030408,0.7214294210570734,1.0267157744590132
172,0.9329400370799117,0.23508275726155578,0.7194077779342565,1.053868226537751
173,0.9356540354827272,0.22944332855833083,0.7258591982013817,1.0452843127628897
174,0.9346856605581015,0.23093023237302057,0.7184266856938994,1.0981528717962028
175,0.9353354907370601,0.22918077703546466,0.7208645498090557,1.0915830003505003
176,0.9355266175197536,0.2294793327963348,0.724432156732128,1.0931535512191217
177,0.9374761093902568,0.2245448954635608,0.7206267096764098,1.09704269940681
178,0.9358324201803732,0.227448732245634,0.7162266618318883,1.1144084780291919
179,0.936099997670372,0.2274745393472571,0.7161672012547078,1.1379991956635511
180,0.9373996586616863,0.2242240849397728,0.7224105123476121,1.1243950177747382
181,0.9415662190132266,0.21687996211284885,0.7160482808942247,1.121251343922349
182,0.9399480134873777,0.2174068197221804,0.7177131643107025,1.1353999853190861
183,0.9350042045716405,0.22902786160371455,0.7201510281068899,1.131907693425942
184,0.9385209347229571,0.22134366929751342,0.7179807345724543,1.1451346740624555
185,0.9385719016338263,0.2203863568463301,0.7185456056220024,1.1714008411452155
186,0.93996075555116,0.21989523498904634,0.7146509698305166,1.1726100113349631
187,0.9467776048417661,0.20487569460069024,0.7206267097543799,1.1794736266121992
188,0.9430570067097684,0.21282327780285268,0.7157212508846115,1.1758765290985351
189,0.9457200377232492,0.20729991644548745,0.7169401824282954,1.198247175208736
190,0.9461914833063306,0.20627232179851093,0.7096860510569462,1.2337030445527117
191,0.9392089906709978,0.2195392301728251,0.718396956195643,1.220365882642857
192,0.9404704264704263,0.2171410807539377,0.7153942205205884,1.2077426856104805
193,0.9450447234835593,0.21049736143723013,0.7161077411949656,1.202384895257114
194,0.9462806755989529,0.20716586235873344,0.7188726364609347,1.2410000336837905
195,0.950995132705675,0.19653012095113823,0.7138185275339572,1.2268705003283398
196,0.9518488318085753,0.19443641192006372,0.7162563923933741,1.2357935019999031
197,0.9470834077803514,0.20203965755599085,0.716405042337172,1.252835375160592
198,0.9501924010133747,0.19687275524755,0.7164645021630036,1.2587818251961491
199,0.9517468973640723,0.1932097797836144,0.720478058867852,1.2632164997243047
